tab 	specimens
analysts	citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD2-5		BD2-5a
	This study	mc	0.9	258.3	42.7	0.5	1	23	-1	BD2-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 19:47:25	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD2-5	pmagpy-4.2.24-1: demag_gui	BD2-5a
	This study	mc	0.9	285.8	21.8	0.5	1	23	0	BD2-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 19:47:25	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD2-5	pmagpy-4.2.24-1: demag_gui	BD2-5a
	This study	mc	0.9	281.4	31.6	0.5	1	23	100	BD2-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 19:47:25	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD2-5	pmagpy-4.2.24-1: demag_gui	BD2-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD2-6		BD2-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD2-6		BD2-6a
	This study	mc	1.1	278.1	37.1	0.6	1	23	100	BD2-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 20:40:49	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD2-6	pmagpy-4.2.24-1: demag_gui	BD2-6a
	This study	mc	1.1	249.7	36.2	0.6	1	23	-1	BD2-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 20:40:49	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD2-6	pmagpy-4.2.24-1: demag_gui	BD2-6a
	This study	mc	1.1	284	27.7	0.6	1	23	0	BD2-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 20:40:49	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD2-6	pmagpy-4.2.24-1: demag_gui	BD2-6a
	This study	mc	0.9	253.1	29.7	1	1	38	-1	BD2-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 21:32:25	u	Diabase	0.13	0	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD2-7	pmagpy-4.2.24-1: demag_gui	BD2-7a
	This study	mc	0.9	280.6	23.6	1	1	38	0	BD2-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 21:32:25	u	Diabase	0.13	0	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD2-7	pmagpy-4.2.24-1: demag_gui	BD2-7a
	This study	mc	0.9	275.4	32.5	1	1	38	100	BD2-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 21:32:25	u	Diabase	0.13	0	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD2-7	pmagpy-4.2.24-1: demag_gui	BD2-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD2-7		BD2-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD2-7		BD2-7a
	This study	mc	1.1	253.9	28.4	0.5	1	17	-1	BD2-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 22:23:11	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD2-8	pmagpy-4.2.24-1: demag_gui	BD2-8a
	This study	mc	1.1	278.4	22.7	0.5	1	17	0	BD2-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 22:23:11	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD2-8	pmagpy-4.2.24-1: demag_gui	BD2-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD2-8		BD2-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD2-8		BD2-8a
	This study	mc	1.1	273.3	31.2	0.5	1	17	100	BD2-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-11 22:23:11	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD2-8	pmagpy-4.2.24-1: demag_gui	BD2-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-1		BD3-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-1		BD3-1a
	This study	mc	2.2	243	56	0.4	1	23	-1	BD3-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 02:31:24	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-1	pmagpy-4.2.24-1: demag_gui	BD3-1a
	This study	mc	2.2	288	31.5	0.4	1	23	0	BD3-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 02:31:24	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-1	pmagpy-4.2.24-1: demag_gui	BD3-1a
	This study	mc	2.2	284.2	43.4	0.4	1	23	100	BD3-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 02:31:24	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-1	pmagpy-4.2.24-1: demag_gui	BD3-1a
	This study	mc	1.1	273.9	46.4	0.5	1	23	100	BD3-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 03:22:20	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-2	pmagpy-4.2.24-1: demag_gui	BD3-2a
	This study	mc	1.1	279.8	35.5	0.5	1	23	0	BD3-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 03:22:20	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-2	pmagpy-4.2.24-1: demag_gui	BD3-2a
	This study	mc	1.1	247.3	53.6	0.5	1	23	-1	BD3-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 03:22:20	u	Diabase	0.13	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-2	pmagpy-4.2.24-1: demag_gui	BD3-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-2		BD3-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-2		BD3-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-3		BD3-3a
	This study	mc	1.1	285.3	40.2	0.7	1	17	100	BD3-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 04:14:03	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-3	pmagpy-4.2.24-1: demag_gui	BD3-3a
	This study	mc	1.1	288.6	28.2	0.7	1	17	0	BD3-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 04:14:03	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-3	pmagpy-4.2.24-1: demag_gui	BD3-3a
	This study	mc	1.1	237.6	59.6	0.7	1	17	-1	BD3-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 04:14:03	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-3	pmagpy-4.2.24-1: demag_gui	BD3-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-3		BD3-3a
	This study	mc	1.8	257.7	65	0.5	1	15	-1	BD3-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 05:04:50	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-4	pmagpy-4.2.24-1: demag_gui	BD3-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-4		BD3-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-4		BD3-4a
	This study	mc	1.8	289	35.5	0.5	1	15	100	BD3-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 05:04:50	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-4	pmagpy-4.2.24-1: demag_gui	BD3-4a
	This study	mc	1.8	291.3	23.3	0.5	1	15	0	BD3-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 05:04:50	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-4	pmagpy-4.2.24-1: demag_gui	BD3-4a
	This study	mc	0.3	287	28.1	0.5	1	19	0	BD3-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 05:59:53	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-5	pmagpy-4.2.24-1: demag_gui	BD3-5a
	This study	mc	0.3	283.5	39.9	0.5	1	19	100	BD3-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 05:59:53	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-5	pmagpy-4.2.24-1: demag_gui	BD3-5a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-5		BD3-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-5		BD3-5a
	This study	mc	0.3	263.5	60.4	0.5	1	19	-1	BD3-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 05:59:53	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-5	pmagpy-4.2.24-1: demag_gui	BD3-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-6		BD3-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-6		BD3-6a
	This study	mc	0.9	237.8	64.7	0.3	1	19	-1	BD3-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 06:53:48	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-6	pmagpy-4.2.24-1: demag_gui	BD3-6a
	This study	mc	0.9	286.4	31.5	0.3	1	19	0	BD3-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 06:53:48	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-6	pmagpy-4.2.24-1: demag_gui	BD3-6a
	This study	mc	0.9	282.3	43.3	0.3	1	19	100	BD3-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 06:53:48	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-6	pmagpy-4.2.24-1: demag_gui	BD3-6a
	This study	mc	2.6	262.4	83.3	0.4	1	28	-1	BD3-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 07:45:35	u	Diabase	0.13	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-7	pmagpy-4.2.24-1: demag_gui	BD3-7a
	This study	mc	2.6	291.8	27.7	0.4	1	28	0	BD3-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 07:45:35	u	Diabase	0.13	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-7	pmagpy-4.2.24-1: demag_gui	BD3-7a
	This study	mc	2.6	289.1	39.9	0.4	1	28	100	BD3-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 07:45:35	u	Diabase	0.13	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-7	pmagpy-4.2.24-1: demag_gui	BD3-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-7		BD3-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-7		BD3-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD3-8		BD3-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD3-8		BD3-8a
	This study	mc	2.2	273.4	43.2	0.4	1	17	100	BD3-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 08:38:07	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD3-8	pmagpy-4.2.24-1: demag_gui	BD3-8a
	This study	mc	2.2	278.8	32.3	0.4	1	17	0	BD3-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 08:38:07	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD3-8	pmagpy-4.2.24-1: demag_gui	BD3-8a
	This study	mc	2.2	284	77.9	0.4	1	17	-1	BD3-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 08:38:07	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD3-8	pmagpy-4.2.24-1: demag_gui	BD3-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-1		BD4-1a
	This study	mc	2.4	281.6	60.2	2.5	1	19	-1	BD4-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 09:31:20	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-1	pmagpy-4.2.24-1: demag_gui	BD4-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-1		BD4-1a
	This study	mc	2.4	298	50.4	2.5	1	19	100	BD4-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 09:31:20	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-1	pmagpy-4.2.24-1: demag_gui	BD4-1a
	This study	mc	2.4	300.1	37.7	2.5	1	19	0	BD4-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 09:31:20	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-1	pmagpy-4.2.24-1: demag_gui	BD4-1a
	This study	mc	4.9	310.2	38.2	1.5	1	21	0	BD4-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 10:22:19	u	Diabase	0.1	0.012	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-2	pmagpy-4.2.24-1: demag_gui	BD4-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-2		BD4-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-2		BD4-2a
	This study	mc	4.9	267.6	57	1.5	1	21	-1	BD4-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 10:22:19	u	Diabase	0.1	0.012	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-2	pmagpy-4.2.24-1: demag_gui	BD4-2a
	This study	mc	4.9	310.6	51.1	1.5	1	21	100	BD4-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 10:22:19	u	Diabase	0.1	0.012	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-2	pmagpy-4.2.24-1: demag_gui	BD4-2a
	This study	mc	5.1	288.2	67.5	1.8	1	21	-1	BD4-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 11:14:09	u	Diabase	0.1	0.012	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-3	pmagpy-4.2.24-1: demag_gui	BD4-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-3		BD4-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-3		BD4-3a
	This study	mc	5.1	308.5	51.1	1.8	1	21	100	BD4-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 11:14:09	u	Diabase	0.1	0.012	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-3	pmagpy-4.2.24-1: demag_gui	BD4-3a
	This study	mc	5.1	308.5	38.2	1.8	1	21	0	BD4-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 11:14:09	u	Diabase	0.1	0.012	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-3	pmagpy-4.2.24-1: demag_gui	BD4-3a
	This study	mc	3.5	268.1	64.2	2.5	1	16	-1	BD4-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 12:08:22	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-4	pmagpy-4.2.24-1: demag_gui	BD4-4a
	This study	mc	3.5	304.3	34.5	2.5	1	16	0	BD4-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 12:08:22	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-4	pmagpy-4.2.24-1: demag_gui	BD4-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-4		BD4-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-4		BD4-4a
	This study	mc	3.5	303.3	47.3	2.5	1	16	100	BD4-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 12:08:22	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-4	pmagpy-4.2.24-1: demag_gui	BD4-4a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-5		BD4-5a
	This study	mc	2.1	285.7	37.6	4.2	1	19	0	BD4-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 12:59:15	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-5	pmagpy-4.2.24-1: demag_gui	BD4-5a
	This study	mc	2.1	280.4	49.2	4.2	1	19	100	BD4-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 12:59:15	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-5	pmagpy-4.2.24-1: demag_gui	BD4-5a
	This study	mc	2.1	234.9	58.5	4.2	1	19	-1	BD4-5a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 12:59:15	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-5	pmagpy-4.2.24-1: demag_gui	BD4-5a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-5		BD4-5a
	This study	mc	4.2	217	38.9	2.2	1	19	-1	BD4-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 13:51:47	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-6	pmagpy-4.2.24-1: demag_gui	BD4-6a
	This study	mc	4.2	282.1	41.6	2.2	1	19	0	BD4-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 13:51:47	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-6	pmagpy-4.2.24-1: demag_gui	BD4-6a
	This study	mc	4.2	275.1	52.8	2.2	1	19	100	BD4-6a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 13:51:47	u	Diabase	0.1	0.016	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-6	pmagpy-4.2.24-1: demag_gui	BD4-6a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-6		BD4-6a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-6		BD4-6a
	This study	mc	1.8	218.3	46.2	1.6	1	22	-1	BD4-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 14:42:49	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-7	pmagpy-4.2.24-1: demag_gui	BD4-7a
	This study	mc	1.8	288.3	41.3	1.6	1	22	0	BD4-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 14:42:49	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-7	pmagpy-4.2.24-1: demag_gui	BD4-7a
	This study	mc	1.8	282.8	53.2	1.6	1	22	100	BD4-7a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 14:42:49	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-7	pmagpy-4.2.24-1: demag_gui	BD4-7a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-7		BD4-7a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-7		BD4-7a
	This study	mc	7.1	333.2	62.2	5.9	1	16	100	BD4-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 15:37:51	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD4-8	pmagpy-4.2.24-1: demag_gui	BD4-8a
	This study	mc	7.1	326.3	50.2	5.9	1	16	0	BD4-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 15:37:51	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD4-8	pmagpy-4.2.24-1: demag_gui	BD4-8a
	This study	mc	7.1	179.4	55.8	5.9	1	16	-1	BD4-8a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 15:37:51	u	Diabase	0.1	0.025	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD4-8	pmagpy-4.2.24-1: demag_gui	BD4-8a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD4-8		BD4-8a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD4-8		BD4-8a
	This study	mc	2.1	218	75.1	3.5	1	15	-1	BD5-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 16:30:00	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD5-1	pmagpy-4.2.24-1: demag_gui	BD5-1a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD5-1		BD5-1a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD5-1		BD5-1a
	This study	mc	2.1	290.9	38.3	3.5	1	15	0	BD5-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 16:30:00	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD5-1	pmagpy-4.2.24-1: demag_gui	BD5-1a
	This study	mc	2.1	286.5	50.4	3.5	1	15	100	BD5-1a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 16:30:00	u	Diabase	0.1	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD5-1	pmagpy-4.2.24-1: demag_gui	BD5-1a
	This study	mc	1.9	283.6	44.5	1	1	22	0	BD5-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 17:23:38	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD5-2	pmagpy-4.2.24-1: demag_gui	BD5-2a
	This study	mc	1.9	276.1	55.8	1	1	22	100	BD5-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 17:23:38	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD5-2	pmagpy-4.2.24-1: demag_gui	BD5-2a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD5-2		BD5-2a
	This study	mc	1.9	245.4	70.8	1	1	22	-1	BD5-2a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 17:23:38	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD5-2	pmagpy-4.2.24-1: demag_gui	BD5-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD5-2		BD5-2a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD5-3		BD5-3a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD5-3		BD5-3a
	This study	mc	0.9	206.7	74.6	1.1	1	22	-1	BD5-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 18:14:43	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD5-3	pmagpy-4.2.24-1: demag_gui	BD5-3a
	This study	mc	0.9	284.4	46.4	1.1	1	22	0	BD5-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 18:14:43	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	BD5-3	pmagpy-4.2.24-1: demag_gui	BD5-3a
	This study	mc	0.9	276.6	57.8	1.1	1	22	100	BD5-3a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 18:14:43	u	Diabase	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-TILT	g	BD5-3	pmagpy-4.2.24-1: demag_gui	BD5-3a
Yiming Zhang	This study										Igneous:Intrusive	Diabase			Diabase				LP-NOMAG	g	BD5-4		BD5-4a
Yiming Zhang	This study										Intrusive:Igneous	Diabase			Diabase				LP-NOMAG	g	BD5-4		BD5-4a
	This study	mc	1.7	215.7	74	2.4	1	17	-1	BD5-4a_LP-DIR-AF	Intrusive:Igneous	Diabase	hargrave 2019-09-15 19:05:21	u	Diabase	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR	g	BD5-4	pmagpy-4.2.24-1: demag_gui	BD5-4a
