tab 	specimens
analysts	citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX2-9		AX2-9b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX2-9		AX2-9b
	This study	mt	4.4	278.1	32.4	5.4	1	16	0	AX2-9b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 17:04:51	u	Anorthosite	858	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX2-9	pmagpy-4.2.24-1: demag_gui	AX2-9b
	This study	mt	4.4	272.6	43.2	5.4	1	16	100	AX2-9b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 17:04:51	u	Anorthosite	858	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX2-9	pmagpy-4.2.24-1: demag_gui	AX2-9b
	This study	mt	4.4	78.8	48.1	5.4	1	16	-1	AX2-9b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 17:04:51	u	Anorthosite	858	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX2-9	pmagpy-4.2.24-1: demag_gui	AX2-9b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX20-1		AX20-1b
	This study	mt	1.2	222.9	37.1	0.6	1	12	-1	AX20-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:23:36	u	Anorthosite	883	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX20-1	pmagpy-4.2.24-1: demag_gui	AX20-1b
	This study	mt	1.2	289.9	40.1	0.6	1	12	0	AX20-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:23:36	u	Anorthosite	883	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX20-1	pmagpy-4.2.24-1: demag_gui	AX20-1b
	This study	mt	1.2	285	52.1	0.6	1	12	100	AX20-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:23:36	u	Anorthosite	883	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX20-1	pmagpy-4.2.24-1: demag_gui	AX20-1b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX20-1		AX20-1b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX20-2		AX20-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX20-2		AX20-2b
	This study	mt	1.4	216.5	31.1	1.4	1	12	-1	AX20-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:25:14	u	Anorthosite	883	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX20-2	pmagpy-4.2.24-1: demag_gui	AX20-2b
	This study	mt	1.4	294.8	44.2	1.4	1	12	0	AX20-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:25:14	u	Anorthosite	883	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX20-2	pmagpy-4.2.24-1: demag_gui	AX20-2b
	This study	mt	1.4	290.5	56.6	1.4	1	12	100	AX20-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:25:14	u	Anorthosite	883	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX20-2	pmagpy-4.2.24-1: demag_gui	AX20-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX20-3		AX20-3b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX20-3		AX20-3b
	This study	mt	0.4	215.3	40.4	0.9	1	12	-1	AX20-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:26:46	u	Anorthosite	863	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX20-3	pmagpy-4.2.24-1: demag_gui	AX20-3b
	This study	mt	0.4	302.1	45.7	0.9	1	12	0	AX20-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:26:46	u	Anorthosite	863	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX20-3	pmagpy-4.2.24-1: demag_gui	AX20-3b
	This study	mt	0.4	299.8	58.5	0.9	1	12	100	AX20-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:26:46	u	Anorthosite	863	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX20-3	pmagpy-4.2.24-1: demag_gui	AX20-3b
	This study	mt	0.6	215	32.8	0.6	1	11	-1	AX20-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:28:16	u	Anorthosite	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX20-4	pmagpy-4.2.24-1: demag_gui	AX20-4b
	This study	mt	0.6	296.7	42.8	0.6	1	11	0	AX20-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:28:16	u	Anorthosite	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX20-4	pmagpy-4.2.24-1: demag_gui	AX20-4b
	This study	mt	0.6	293.1	55.3	0.6	1	11	100	AX20-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:28:16	u	Anorthosite	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX20-4	pmagpy-4.2.24-1: demag_gui	AX20-4b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX20-4		AX20-4b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX20-4		AX20-4b
	This study	mt	0.3	288.8	48.4	1	1	12	0	AX20-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:29:06	u	Anorthosite	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX20-5	pmagpy-4.2.24-1: demag_gui	AX20-5b
	This study	mt	0.3	281.7	60.3	1	1	12	100	AX20-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:29:06	u	Anorthosite	863	793	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX20-5	pmagpy-4.2.24-1: demag_gui	AX20-5b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX20-5		AX20-5b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX20-5		AX20-5b
	This study	mt	0.3	220.2	27.4	1	1	12	-1	AX20-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:29:06	u	Anorthosite	863	793	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX20-5	pmagpy-4.2.24-1: demag_gui	AX20-5b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-1		AX21-1b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-1		AX21-1b
	This study	mt	0.8	95.6	58.3	2.9	1	9	-1	AX21-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:30:58	u	Anorthosite	883	828	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-1	pmagpy-4.2.24-1: demag_gui	AX21-1b
	This study	mt	0.8	302.4	34.3	2.9	1	9	0	AX21-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:30:58	u	Anorthosite	883	828	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-1	pmagpy-4.2.24-1: demag_gui	AX21-1b
	This study	mt	0.8	301	47.1	2.9	1	9	100	AX21-1b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:30:58	u	Anorthosite	883	828	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-1	pmagpy-4.2.24-1: demag_gui	AX21-1b
	This study	mt	0.4	109.1	57.4	3.8	1	10	-1	AX21-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:35:55	u	Anorthosite	883	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-2	pmagpy-4.2.24-1: demag_gui	AX21-2b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-2		AX21-2b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-2		AX21-2b
	This study	mt	0.4	304.4	38.1	3.8	1	10	0	AX21-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:35:55	u	Anorthosite	883	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-2	pmagpy-4.2.24-1: demag_gui	AX21-2b
	This study	mt	0.4	303.3	51	3.8	1	10	100	AX21-2b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:35:55	u	Anorthosite	883	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-2	pmagpy-4.2.24-1: demag_gui	AX21-2b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-3		AX21-3b
	This study	mt	1.5	301.4	37.3	4.6	1	11	0	AX21-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:37:30	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-3	pmagpy-4.2.24-1: demag_gui	AX21-3b
	This study	mt	1.5	113.3	55.1	4.6	1	11	-1	AX21-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:37:30	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-3	pmagpy-4.2.24-1: demag_gui	AX21-3b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-3		AX21-3b
	This study	mt	1.5	299.7	50.1	4.6	1	11	100	AX21-3b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:37:30	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-3	pmagpy-4.2.24-1: demag_gui	AX21-3b
	This study	mt	0.3	299.1	48.8	3.8	1	10	100	AX21-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:39:08	u	Anorthosite	883	823	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-4	pmagpy-4.2.24-1: demag_gui	AX21-4b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-4		AX21-4b
	This study	mt	0.3	300.9	36.1	3.8	1	10	0	AX21-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:39:08	u	Anorthosite	883	823	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-4	pmagpy-4.2.24-1: demag_gui	AX21-4b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-4		AX21-4b
	This study	mt	0.3	116.9	45.4	3.8	1	10	-1	AX21-4b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:39:08	u	Anorthosite	883	823	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-4	pmagpy-4.2.24-1: demag_gui	AX21-4b
	This study	mt	0.9	106.7	52.5	2.2	1	9	-1	AX21-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:40:49	u	Anorthosite	883	828	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-5	pmagpy-4.2.24-1: demag_gui	AX21-5b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-5		AX21-5b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-5		AX21-5b
	This study	mt	0.9	300.8	35.4	2.2	1	9	0	AX21-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:40:49	u	Anorthosite	883	828	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-5	pmagpy-4.2.24-1: demag_gui	AX21-5b
	This study	mt	0.9	299	48.1	2.2	1	9	100	AX21-5b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:40:49	u	Anorthosite	883	828	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-5	pmagpy-4.2.24-1: demag_gui	AX21-5b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-6		AX21-6b
	This study	mt	3.2	301.2	55	5.7	1	10	100	AX21-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:42:34	u	Anorthosite	863	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-6	pmagpy-4.2.24-1: demag_gui	AX21-6b
	This study	mt	3.2	100	57.3	5.7	1	10	-1	AX21-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:42:34	u	Anorthosite	863	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-6	pmagpy-4.2.24-1: demag_gui	AX21-6b
	This study	mt	3.2	302.9	42.1	5.7	1	10	0	AX21-6b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:42:34	u	Anorthosite	863	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-6	pmagpy-4.2.24-1: demag_gui	AX21-6b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-6		AX21-6b
	This study	mt	3.2	296.1	52.8	5.2	1	9	100	AX21-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:44:18	u	Anorthosite	853	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-7	pmagpy-4.2.24-1: demag_gui	AX21-7b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-7		AX21-7b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-7		AX21-7b
	This study	mt	3.2	298.8	40.1	5.2	1	9	0	AX21-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:44:18	u	Anorthosite	853	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-7	pmagpy-4.2.24-1: demag_gui	AX21-7b
	This study	mt	3.2	107.1	51.8	5.2	1	9	-1	AX21-7b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:44:18	u	Anorthosite	853	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-7	pmagpy-4.2.24-1: demag_gui	AX21-7b
	This study	mt	0.6	301.8	38.5	2.9	1	11	0	AX21-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:45:59	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX21-8	pmagpy-4.2.24-1: demag_gui	AX21-8b
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX21-8		AX21-8b
	This study	mt	0.6	116.6	48.1	2.9	1	11	-1	AX21-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:45:59	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX21-8	pmagpy-4.2.24-1: demag_gui	AX21-8b
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX21-8		AX21-8b
	This study	mt	0.6	300.1	51.3	2.9	1	11	100	AX21-8b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:45:59	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX21-8	pmagpy-4.2.24-1: demag_gui	AX21-8b
	This study	mt	2.8	228.7	43.8	3.3	1	13	-1	AX22-10a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:06:15	u	Anorthosite	863	748	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-10	pmagpy-4.2.24-1: demag_gui	AX22-10a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-10		AX22-10a
	This study	mt	2.8	302.2	57.3	3.3	1	13	100	AX22-10a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:06:15	u	Anorthosite	863	748	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-10	pmagpy-4.2.24-1: demag_gui	AX22-10a
	This study	mt	2.8	303.8	44.5	3.3	1	13	0	AX22-10a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:06:15	u	Anorthosite	863	748	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-10	pmagpy-4.2.24-1: demag_gui	AX22-10a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-10		AX22-10a
	This study	mt	5.5	287.5	55.3	4	1	18	100	AX22-1a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:47:38	u	Anorthosite	863	573	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-1	pmagpy-4.2.24-1: demag_gui	AX22-1a
	This study	mt	5.5	292.4	43.1	4	1	18	0	AX22-1a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:47:38	u	Anorthosite	863	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-1	pmagpy-4.2.24-1: demag_gui	AX22-1a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-1		AX22-1a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-1		AX22-1a
	This study	mt	5.5	239.4	33.7	4	1	18	-1	AX22-1a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:47:38	u	Anorthosite	863	573	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-1	pmagpy-4.2.24-1: demag_gui	AX22-1a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-2		AX22-2a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-2		AX22-2a
	This study	mt	3.8	313.3	48.4	7.2	1	15	-1	AX22-2a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:49:14	u	Anorthosite	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-2	pmagpy-4.2.24-1: demag_gui	AX22-2a
	This study	mt	3.8	280.5	50.5	7.2	1	15	100	AX22-2a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:49:14	u	Anorthosite	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-2	pmagpy-4.2.24-1: demag_gui	AX22-2a
	This study	mt	3.8	286	38.8	7.2	1	15	0	AX22-2a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:49:14	u	Anorthosite	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-2	pmagpy-4.2.24-1: demag_gui	AX22-2a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-3		AX22-3a
	This study	mt	0.5	292.3	39	3.2	1	11	0	AX22-3a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:53:43	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-3	pmagpy-4.2.24-1: demag_gui	AX22-3a
	This study	mt	0.5	232.8	35	3.2	1	11	-1	AX22-3a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:53:43	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-3	pmagpy-4.2.24-1: demag_gui	AX22-3a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-3		AX22-3a
	This study	mt	0.5	288.2	51.3	3.2	1	11	100	AX22-3a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:53:43	u	Anorthosite	883	813	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-3	pmagpy-4.2.24-1: demag_gui	AX22-3a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-4		AX22-4a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-4		AX22-4a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-5		AX22-5a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-5		AX22-5a
	This study	mt	1.2	268.4	60.8	3.5	1	15	-1	AX22-5a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:32:40	u	Anorthosite	853	673	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-5	pmagpy-4.2.24-1: demag_gui	AX22-5a
	This study	mt	1.2	297	55.4	3.5	1	15	100	AX22-5a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:32:40	u	Anorthosite	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-5	pmagpy-4.2.24-1: demag_gui	AX22-5a
	This study	mt	1.2	299.7	42.7	3.5	1	15	0	AX22-5a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:32:40	u	Anorthosite	853	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-5	pmagpy-4.2.24-1: demag_gui	AX22-5a
	This study	mt	0.7	244.6	35.8	2.7	1	13	-1	AX22-6a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:58:52	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-6	pmagpy-4.2.24-1: demag_gui	AX22-6a
	This study	mt	0.7	301	41	2.7	1	13	0	AX22-6a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:58:52	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-6	pmagpy-4.2.24-1: demag_gui	AX22-6a
	This study	mt	0.7	298.8	53.8	2.7	1	13	100	AX22-6a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 11:58:52	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-6	pmagpy-4.2.24-1: demag_gui	AX22-6a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-6		AX22-6a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-6		AX22-6a
	This study	mt	0.4	297.8	42.3	3.2	1	13	0	AX22-7a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:00:42	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-7	pmagpy-4.2.24-1: demag_gui	AX22-7a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-7		AX22-7a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-7		AX22-7a
	This study	mt	0.4	294.6	54.9	3.2	1	13	100	AX22-7a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:00:42	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-7	pmagpy-4.2.24-1: demag_gui	AX22-7a
	This study	mt	0.4	9.4	47.3	3.2	1	13	-1	AX22-7a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:00:42	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-7	pmagpy-4.2.24-1: demag_gui	AX22-7a
	This study	mt	1.6	297.9	58.2	2.5	1	14	100	AX22-8a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:02:33	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-8	pmagpy-4.2.24-1: demag_gui	AX22-8a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-8		AX22-8a
	This study	mt	1.6	300.6	45.5	2.5	1	14	0	AX22-8a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:02:33	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-8	pmagpy-4.2.24-1: demag_gui	AX22-8a
	This study	mt	1.6	274.3	74.3	2.5	1	14	-1	AX22-8a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:02:33	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-8	pmagpy-4.2.24-1: demag_gui	AX22-8a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-8		AX22-8a
Yiming Zhang	This study										Intrusive:Igneous	Not Specified			Anorthosite				LP-NOMAG	g	AX22-9		AX22-9a
Yiming Zhang	This study										Igneous:Intrusive	Not Specified			Anorthosite				LP-NOMAG	g	AX22-9		AX22-9a
	This study	mt	2.1	301.3	62.9	5.2	1	13	100	AX22-9a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:04:29	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	AX22-9	pmagpy-4.2.24-1: demag_gui	AX22-9a
	This study	mt	2.1	303.5	50.1	5.2	1	13	0	AX22-9a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:04:29	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	AX22-9	pmagpy-4.2.24-1: demag_gui	AX22-9a
	This study	mt	2.1	239.9	53.8	5.2	1	13	-1	AX22-9a_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2020-09-03 12:04:29	u	Anorthosite	883	773	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX22-9	pmagpy-4.2.24-1: demag_gui	AX22-9a
	This study	mt	12.8	254.8	34.4	7.6	1	20	-1	AX3-10b_LP-DIR-T	Intrusive:Igneous	Not Specified	hargrave 2019-12-01 17:22:58	u	Anorthosite	858	623	K	LP-DIR-T:DE-BFL:DA-DIR	g	AX3-10	pmagpy-4.2.24-1: demag_gui	AX3-10b
