specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,correction,s_tensor,aniso_type,NLT_beta
BD2-11a,BD2-11,BD2,3.28e-07,6.856512302896248e-07,-7.508376346353805e-08,-1.955998911349187e-07,2.523630540553816e-07,-2.893927099800057e-08,-4.827870017115421e-08,-6.833368827317637e-07,2.8045089619539427e-09,5.155928304765526e-09,3e-05,IZ,783.0,1,,,
BD2-11a,BD2-11,BD2,3.16e-07,8.484376886013545e-07,-7.724223499372992e-08,-1.874037091908729e-07,2.424241879736347e-07,-1.4621440357929006e-08,-2.0879124599912198e-08,-8.480547075967504e-07,2.7019049755409938e-09,6.1566251251746536e-09,3e-05,ZI,793.0,1,,,
BD2-11a,BD2-11,BD2,2.8e-07,8.764294984520427e-07,-5.764092061879445e-08,-1.763526183778854e-07,2.0970760182092059e-07,-4.3402417913470523e-08,-6.879689641169369e-08,-8.726464822138929e-07,2.3940930163021463e-09,6.557586406882267e-09,3e-05,IZ,803.0,1,,,
BD2-11a,BD2-11,BD2,2.68e-07,9.841357082943606e-07,-5.695239775745894e-08,-1.6634434161701545e-07,2.022621674997029e-07,-3.077800804788292e-08,-2.5275483997400282e-08,-9.83329525880996e-07,2.291489029889197e-09,7.286894895548068e-09,3e-05,ZI,813.0,1,,,
BD2-11a,BD2-11,BD2,2.1e-07,1.0029124289371292e-06,-5.3360598247667565e-08,-1.4348232473120995e-07,1.4375489224502465e-07,-3.8002124147677526e-08,-2.339510188670854e-08,-1.0019190825034462e-06,1.7955697622266095e-09,7.72725362939278e-09,3e-05,IZ,823.0,1,,,
BD2-11a,BD2-11,BD2,2.16e-07,1.129673249007068e-06,-6.459304018155955e-08,-1.3361712125181754e-07,1.569401289297308e-07,-2.6431631886510774e-09,-2.7907483007324395e-08,-1.1293253896033416e-06,1.8468717554330842e-09,8.647256632590647e-09,3e-05,ZI,826.0,1,,,
BD2-11a,BD2-11,BD2,1.78e-07,1.1339995372964386e-06,-4.1705724113388814e-08,-1.1521079097626744e-07,1.2911663804018717e-07,-7.225010476357228e-08,-3.823086277490955e-08,-1.1310496337834498e-06,1.5219591317920788e-09,8.853141298426635e-09,3e-05,IZ,829.0,1,,,
BD2-11a,BD2-11,BD2,1.7699999999999998e-07,1.2196387657179926e-06,-4.773190755826767e-08,-1.1136688425057988e-07,1.290274470535898e-07,-1.831555161897371e-08,-1.8258552992592867e-08,-1.2193645413302856e-06,1.5134087995909994e-09,9.526347930909287e-09,3e-05,ZI,832.0,1,,,
BD2-11a,BD2-11,BD2,1.07e-07,1.1863325199354652e-06,-3.027634428444145e-08,-7.132659731099583e-08,7.378929117971667e-08,-4.848619864747473e-08,-5.1830958617961896e-08,-1.1842075359183844e-06,9.14885545515463e-10,9.61997492162534e-09,3e-05,IZ,835.0,1,,,
BD2-11a,BD2-11,BD2,1.06e-07,1.2088777899367134e-06,-2.3948493066712876e-08,-7.157450110883711e-08,7.442822361748722e-08,-2.628787817840447e-08,-3.865915480902922e-08,-1.2079734799293408e-06,9.063352133143838e-10,9.789424662361276e-09,3e-05,ZI,838.0,1,,,
BD2-11a,BD2-11,BD2,9.17e-08,1.2339956565454887e-06,-2.36902075079508e-08,-6.580208274475215e-08,5.931062278110914e-08,-4.904109566312203e-08,-3.884454817468887e-08,-1.2324087602684413e-06,7.840654628389528e-10,1.0119811733656904e-08,3e-05,IZ,843.0,1,,,
BD2-11a,BD2-11,BD2,9.26e-08,1.219295677399931e-06,-2.0992930052070572e-08,-6.274125437053661e-08,6.478882533153764e-08,-5.775080764928761e-08,-4.4848419482288546e-08,-1.2171012334279974e-06,7.91760761819924e-10,9.949937342493995e-09,3e-05,ZI,848.0,1,,,
BD2-11a,BD2-11,BD2,7.67e-08,1.2023715121487404e-06,-2.282537962998214e-08,-5.6494797046404854e-08,4.658572690677609e-08,-3.510103024150869e-08,-3.840389638933927e-08,-1.2012453170127034e-06,6.558104798227665e-10,9.940043028128406e-09,3e-05,IZ,853.0,1,,,
BD2-11a,BD2-11,BD2,8.29e-08,1.2293260435537808e-06,-2.0710115333362213e-08,-5.913880602466018e-08,5.427801345716746e-08,-5.9365415366863653e-08,-4.261904242606673e-08,-1.2271519408942794e-06,7.088225394694568e-10,1.0114260243196386e-08,3e-05,ZI,858.0,1,,,
BD2-11a,BD2-11,BD2,1.65e-06,3.7015830016425614e-08,-3.02602031966691e-07,-9.481774749305365e-07,1.316013482561627e-06,3.503694213342871e-08,-5.074997972062938e-09,-1.0808735047508588e-08,1.4108048131780504e-08,1.1286438505424404e-08,3e-05,P,373.0,1,,,
BD2-11a,BD2-11,BD2,1.33e-06,1.9485597124081367e-07,-1.7543375624813118e-07,-7.598870827238264e-07,1.0773553817929087e-06,-1.9598841010593392e-08,-1.976398624497811e-09,-1.9385775405621352e-07,1.1371941827435194e-08,3.804897829480196e-09,3e-05,P,573.0,1,,,
BD2-11a,BD2-11,BD2,4.8e-07,6.408870131933415e-07,-8.926031565415097e-08,-2.830975531860051e-07,3.772113087241928e-07,-1.8732588226048616e-08,-4.2828942120881475e-08,-6.391798929370681e-07,4.104159456517964e-09,3.839099158284513e-09,3e-05,P,723.0,1,,,
BD2-11a,BD2-11,BD2,3.74e-07,8.097413177742537e-07,-8.298985787015067e-08,-2.2079093871121854e-07,2.9024135624288816e-07,-4.42822064987353e-09,-2.5355101714838934e-08,-8.093321391058748e-07,3.1978242432035807e-09,5.2242529748593265e-09,3e-05,P,773.0,1,,,
BD2-11a,BD2-11,BD2,3.16e-07,9.345927650829583e-07,-7.724223499372992e-08,-1.874037091908729e-07,2.424241879736347e-07,-5.8121567013644735e-08,-3.137252583293877e-08,-9.322560188146547e-07,2.7019049755409938e-09,4.905753100369129e-09,3e-05,P,793.0,1,,,
BD2-11a,BD2-11,BD2,2.68e-07,1.0774341830190486e-06,-5.695239775745894e-08,-1.6634434161701545e-07,2.022621674997029e-07,-3.7998222038258134e-08,-2.6800364577474448e-08,-1.0764303481035688e-06,2.291489029889197e-09,8.028761936813268e-09,3e-05,P,813.0,1,,,
BD2-11a,BD2-11,BD2,2.16e-07,1.1774899757993722e-06,-6.459304018155955e-08,-1.3361712125181754e-07,1.569401289297308e-07,-1.9775488274158377e-08,-3.406535064759921e-08,-1.1768309670707943e-06,1.8468717554330842e-09,6.797514099857878e-09,3e-05,P,826.0,1,,,
BD2-11a,BD2-11,BD2,1.7699999999999998e-07,1.1772615208154961e-06,-4.773190755826767e-08,-1.1136688425057988e-07,1.290274470535898e-07,-4.448678472980218e-08,-5.3944677517926135e-08,-1.1751832138627176e-06,1.5134087995909994e-09,9.490868743197793e-09,3e-05,P,832.0,1,,,
BD2-11a,BD2-11,BD2,1.06e-07,1.2111600927508183e-06,-2.3948493066712876e-08,-7.157450110883711e-08,7.442822361748722e-08,-3.862562499785546e-08,-1.7828598641841388e-08,-1.210412728137045e-06,9.063352133143838e-10,9.832882031240957e-09,3e-05,P,838.0,1,,,
BD2-11a,BD2-11,BD2,9.26e-08,1.219785458793651e-06,-2.0992930052070572e-08,-6.274125437053661e-08,6.478882533153764e-08,-2.0577282448775516e-08,-4.7306460218728856e-08,-1.21869407143591e-06,7.91760761819924e-10,1.0003888675262539e-08,3e-05,P,848.0,1,,,
BD2-12a,BD2-12,BD2,1.58e-06,0.0,-4.70695917802688e-07,-8.185652892524806e-07,1.266805517905131e-06,0.0,0.0,0.0,1.3509524877704967e-08,0.0,3e-05,ZI,273.0,1,,,
BD2-12a,BD2-12,BD2,1.58e-06,6.817976863634467e-08,-4.945225733194945e-07,-8.069874955946882e-07,1.2651555660989988e-06,6.554048002161861e-08,-6.64944341088651e-09,-1.7570180197332083e-08,1.0132143658278723e-08,1.4193631934852661e-08,3e-05,ZI,373.0,1,,,
BD2-12a,BD2-12,BD2,1.51e-06,1.317719403993457e-08,-4.309196504140709e-07,-7.710399278347852e-07,1.2247063666738832e-06,-5.197564484012331e-09,-9.299946616077106e-09,-7.754660478624242e-09,9.68325121772207e-09,1.369418519996834e-08,3e-05,IZ,473.0,1,,,
BD2-12a,BD2-12,BD2,1.31e-06,3.0977696360964334e-07,-3.5179465724095716e-07,-6.786806935470527e-07,1.0638294202282661e-06,4.218170695808435e-08,8.391974977484258e-08,-2.951947600805956e-07,8.400701387560207e-09,1.0646901844277439e-08,3e-05,ZI,573.0,1,,,
BD2-12a,BD2-12,BD2,5.71e-07,3.853008074087087e-07,-1.8379179902319186e-07,-3.132655371741945e-07,4.405976371143881e-07,7.560592104638513e-09,-3.5612953920471886e-08,-3.835769377190037e-07,3.6616797651121212e-09,4.452434126040656e-09,3e-05,IZ,673.0,1,,,
BD2-12a,BD2-12,BD2,4.79e-07,4.5562800841891453e-07,-1.5430989099851365e-07,-2.619662108954055e-07,3.7013938170523114e-07,9.497487316604e-09,-1.1536825851325856e-08,-4.5538289541849676e-07,3.0717068432376634e-09,3.697671457869911e-09,3e-05,ZI,723.0,1,,,
BD2-12a,BD2-12,BD2,4.03e-07,4.857998927841002e-07,-1.3086378173853216e-07,-2.2666271884174162e-07,3.064436041368125e-07,-2.714968915480586e-09,-2.0386012356770802e-08,-4.853643737163048e-07,2.5843379077761553e-09,3.35245130688533e-09,3e-05,IZ,748.0,1,,,
BD2-12a,BD2-12,BD2,3.75e-07,6.421402577431797e-07,-1.3103321916165098e-07,-2.041052149162796e-07,2.860006236358831e-07,2.1209644087547815e-08,1.388520301907721e-08,-6.416396673751365e-07,2.4047809315534947e-09,3.6011397954207535e-09,3e-05,ZI,773.0,1,,,
BD2-12a,BD2-12,BD2,3.260000000000001e-07,6.27574033875741e-07,-1.1911654170290454e-07,-1.7659753543294648e-07,2.4678038814247266e-07,2.291246315563192e-08,-1.3854169163486888e-08,-6.270025909228773e-07,2.0905562231638384e-09,3.491104407132299e-09,3e-05,IZ,783.0,1,,,
BD2-12a,BD2-12,BD2,3.12e-07,7.323300430733471e-07,-1.0234177333923678e-07,-1.758407722733498e-07,2.3653791289366748e-07,2.6167107234714877e-08,1.2483673644701321e-08,-7.317559240478412e-07,2.0007777350525075e-09,3.927373025493519e-09,3e-05,ZI,793.0,1,,,
BD2-12a,BD2-12,BD2,2.780000000000001e-07,7.568688563583929e-07,-9.843217710569261e-08,-1.5570430739826015e-07,2.0820969037934264e-07,4.87321624240418e-08,-3.2402698161343126e-08,-7.546030129959748e-07,1.7827442639249912e-09,4.124569385129924e-09,3e-05,IZ,803.0,1,,,
BD2-12a,BD2-12,BD2,2.66e-07,8.569472919642973e-07,-9.581090624728345e-08,-1.458581649353545e-07,2.0075274833925735e-07,4.6172489514983504e-08,-7.922200474388533e-10,-8.557021297182377e-07,1.705791274115279e-09,4.640655386896912e-09,3e-05,ZI,813.0,1,,,
BD2-12a,BD2-12,BD2,2.08e-07,8.78519033262421e-07,-8.679633599953592e-08,-1.281976525513956e-07,1.3890917153797773e-07,4.738012363871525e-08,8.312561578850197e-09,-8.77201069885529e-07,1.3338518233683383e-09,4.984917461463237e-09,3e-05,IZ,823.0,1,,,
BD2-12a,BD2-12,BD2,2.19e-07,1.022873313470259e-06,-8.46963837429717e-08,-1.260415158788564e-07,1.5780069345799235e-07,4.803484390044058e-08,-9.753684457281703e-10,-1.0217443505287818e-06,1.4043920640272407e-09,5.778015096094555e-09,3e-05,ZI,826.0,1,,,
BD2-12a,BD2-12,BD2,1.83e-07,1.0229595116720406e-06,-7.02339609128547e-08,-1.0732874225901702e-07,1.3052483219521525e-07,2.07216826140434e-08,-1.6460784609722663e-08,-1.0226171409476641e-06,1.1735330945981054e-09,5.902143961071823e-09,3e-05,IZ,829.0,1,,,
BD2-12a,BD2-12,BD2,1.83e-07,1.1586737663223548e-06,-7.00366829916412e-08,-1.0581388550782161e-07,1.3186085343750047e-07,6.302543283716969e-08,5.548337006391092e-09,-1.1569450754187867e-06,1.1735330945981054e-09,6.708572404923351e-09,3e-05,ZI,832.0,1,,,
BD2-12a,BD2-12,BD2,1.11e-07,1.125849271159266e-06,-4.946496921326815e-08,-7.170355486449881e-08,6.879547252926055e-08,3.048628490327853e-08,-1.1161732342251506e-08,-1.1253810836928824e-06,7.118151557398344e-10,6.834682052129973e-09,3e-05,IZ,835.0,1,,,
BD2-12a,BD2-12,BD2,1.0900000000000001e-07,1.1764778327526042e-06,-4.21295150747699e-08,-6.438064728497688e-08,7.720904231197364e-08,5.323347403285891e-08,9.558143759506468e-11,-1.1752728530281154e-06,6.989896574382158e-10,7.088571228630239e-09,3e-05,ZI,838.0,1,,,
BD2-12a,BD2-12,BD2,8.6e-08,1.2047767877085035e-06,-3.3821512314806703e-08,-5.562661543149265e-08,5.619417194314906e-08,2.8896554961411787e-08,-8.37891753342404e-09,-1.2044010507524273e-06,5.514964269696014e-10,7.395253943856809e-09,3e-05,IZ,843.0,1,,,
BD2-12a,BD2-12,BD2,8.28e-08,1.2037835737003114e-06,-3.104911383917644e-08,-5.334771890053567e-08,5.518888853665466e-08,3.568791511181094e-08,-1.469667313367731e-08,-1.2031646906489848e-06,5.309756296870116e-10,7.393751936905307e-09,3e-05,ZI,848.0,1,,,
BD2-12a,BD2-12,BD2,7.13e-08,1.1941426352904905e-06,-2.6909962194478482e-08,-4.8347659732251093e-08,4.496718506985071e-08,3.238442619894904e-08,-5.547434201029407e-09,-1.1936905412761162e-06,4.572290144527044e-10,7.388822027686609e-09,3e-05,IZ,853.0,1,,,
BD2-12a,BD2-12,BD2,7.01e-08,1.2263403490700727e-06,-3.321346832520378e-08,-3.9163977560307406e-08,4.771853291402013e-08,3.5870999518517975e-08,-3.6937758798656155e-08,-1.2252589624751914e-06,4.4953371547173325e-10,7.580384912940276e-09,3e-05,ZI,858.0,1,,,
BD2-12a,BD2-12,BD2,1.58e-06,2.3985125025150297e-08,-4.945225733194945e-07,-8.069874955946882e-07,1.2651555660989988e-06,-6.2401047324443036e-09,1.6509253573090495e-08,-1.6241670537836184e-08,1.0132143658278723e-08,1.102992853939203e-08,3e-05,P,373.0,1,,,
BD2-12a,BD2-12,BD2,1.31e-06,1.8681639084686244e-07,-3.5179465724095716e-07,-6.786806935470527e-07,1.0638294202282661e-06,2.195580045345021e-09,-2.568683577627979e-09,-1.8678582703725187e-07,8.400701387560207e-09,3.804897829480196e-09,3e-05,P,573.0,1,,,
BD2-12a,BD2-12,BD2,4.79e-07,6.042011544449757e-07,-1.5430989099851365e-07,-2.619662108954055e-07,3.7013938170523114e-07,2.7659900904572698e-08,-8.783731628701134e-09,-6.035037787564097e-07,3.0717068432376634e-09,2.5394486637204903e-09,3e-05,P,723.0,1,,,
BD2-12a,BD2-12,BD2,3.75e-07,7.038576679504883e-07,-1.3103321916165098e-07,-2.041052149162796e-07,2.860006236358831e-07,2.9337118246338163e-08,3.01454868648242e-09,-7.032395486048243e-07,2.4047809315534947e-09,3.2256128228570874e-09,3e-05,P,773.0,1,,,
BD2-12a,BD2-12,BD2,3.12e-07,8.130354018966383e-07,-1.0234177333923678e-07,-1.758407722733498e-07,2.3653791289366748e-07,3.368273343540402e-08,-9.473348415473889e-09,-8.122821516415012e-07,2.0007777350525075e-09,4.0656829616131076e-09,3e-05,P,793.0,1,,,
BD2-12a,BD2-12,BD2,2.66e-07,9.60016826736923e-07,-9.581090624728345e-08,-1.458581649353545e-07,2.0075274833925735e-07,3.641718641646126e-08,1.1748648648284465e-08,-9.592539108111467e-07,1.705791274115279e-09,5.200739561306357e-09,3e-05,P,813.0,1,,,
BD2-12a,BD2-12,BD2,2.19e-07,1.1056838082755775e-06,-8.46963837429717e-08,-1.260415158788564e-07,1.5780069345799235e-07,5.97253068021391e-08,9.327909838661228e-09,-1.1040301452896185e-06,1.4043920640272407e-09,6.265255920340704e-09,3e-05,P,826.0,1,,,
BD2-12a,BD2-12,BD2,1.83e-07,1.1349038870895955e-06,-7.00366829916412e-08,-1.0581388550782161e-07,1.3186085343750047e-07,3.6308729892542586e-08,-1.4883364647642603e-08,-1.1342252838485964e-06,1.1735330945981054e-09,6.797514099857878e-09,3e-05,P,832.0,1,,,
BD2-12a,BD2-12,BD2,1.0900000000000001e-07,1.1751385220694626e-06,-4.21295150747699e-08,-6.438064728497688e-08,7.720904231197364e-08,4.108594462645348e-08,1.1541309929862322e-08,-1.1743633549165504e-06,6.989896574382158e-10,7.182279048906437e-09,3e-05,P,838.0,1,,,
BD2-12a,BD2-12,BD2,8.28e-08,1.2070418137840497e-06,-3.104911383917644e-08,-5.334771890053567e-08,5.518888853665466e-08,6.019808370073549e-08,-3.4975643856633765e-08,-1.2050322963633222e-06,5.309756296870116e-10,7.438789014938809e-09,3e-05,P,848.0,1,,,
BD2-13a,BD2-13,BD2,2.1e-06,0.0,-5.494250388163134e-07,-1.3598746905119943e-06,1.502954740777845e-06,0.0,0.0,0.0,1.7955697622266096e-08,0.0,3e-05,ZI,273.0,1,,,
BD2-13a,BD2-13,BD2,2.1e-06,7.063453246184378e-08,-4.838885112407397e-07,-1.3817686837179916e-06,1.5055122760660136e-06,-5.3964681746472575e-08,3.703976854052611e-08,-2.6553829226110577e-08,1.3466773216699568e-08,1.8909347700171095e-08,3e-05,ZI,373.0,1,,,
BD2-13a,BD2-13,BD2,2.02e-06,1.4244903541275012e-08,-6.405736720798262e-07,-1.2626396837676304e-06,1.4407659072914468e-06,8.810532041634224e-09,-1.0038909175269654e-08,-4.950970068002107e-09,1.2953753284634824e-08,1.8319373578765595e-08,3e-05,IZ,473.0,1,,,
BD2-13a,BD2-13,BD2,1.85e-06,2.6543005851478487e-07,-5.542566354861878e-07,-1.1620232013807147e-06,1.3285336508618994e-06,6.71390381540192e-08,9.806609098489813e-08,-2.373362747619018e-07,1.186358592899724e-08,1.5685039093766637e-08,3e-05,ZI,573.0,1,,,
BD2-13a,BD2-13,BD2,8.48e-07,4.838622879166007e-07,-2.6563559795010797e-07,-5.28157597744605e-07,6.079401952876093e-07,1.490162545154464e-08,-2.7156595601198674e-08,-4.828697283348194e-07,5.438011279886302e-09,6.7440294682135974e-09,3e-05,IZ,673.0,1,,,
BD2-13a,BD2-13,BD2,6.68e-07,6.221417153672485e-07,-1.8879225807867244e-07,-4.220503790245031e-07,4.821358323697059e-07,-4.503307054433537e-09,2.397387411182431e-08,-6.216633233396886e-07,4.2837164327406245e-09,5.2157376848856145e-09,3e-05,ZI,723.0,1,,,
BD2-13a,BD2-13,BD2,5.389999999999999e-07,6.388980833516793e-07,-1.4575525113073192e-07,-3.5716234009531404e-07,3.764458388473121e-07,-2.356158838115942e-08,1.756529765136953e-08,-6.382218053167918e-07,3.4564717922862222e-09,4.548271437742763e-09,3e-05,IZ,748.0,1,,,
BD2-13a,BD2-13,BD2,4.93e-07,8.559579064665408e-07,-1.487182647716044e-07,-3.146159214906544e-07,3.492115399981926e-07,1.1536339715262967e-08,8.540162737368638e-08,-8.51608720334922e-07,3.161485331348994e-09,4.827952667617617e-09,3e-05,ZI,773.0,1,,,
BD2-13a,BD2-13,BD2,4.18e-07,8.301313872967294e-07,-1.212639290250144e-07,-2.723632439382933e-07,2.929800724773377e-07,2.3353935609455572e-08,3.363401221992134e-08,-8.291209001639822e-07,2.6805291450382954e-09,4.6630388238570685e-09,3e-05,IZ,783.0,1,,,
BD2-13a,BD2-13,BD2,3.98e-07,9.829262099061322e-07,-1.1319436509927605e-07,-2.603292169627096e-07,2.7896188719134063e-07,6.873893170143025e-08,1.0322704598085329e-07,-9.750708027456503e-07,2.5522741620221086e-09,5.2476079175408835e-09,3e-05,ZI,793.0,1,,,
BD2-13a,BD2-13,BD2,3.49e-07,1.0006928410396905e-06,-1.1706683224691238e-07,-2.268128323462484e-07,2.3801742766181198e-07,6.081235199353311e-08,2.8013713773487965e-08,-9.984504253059933e-07,2.2380494536324524e-09,5.526677468156581e-09,3e-05,IZ,803.0,1,,,
BD2-13a,BD2-13,BD2,3.35e-07,1.1458428907373115e-06,-1.0764083722269574e-07,-2.1875506633968115e-07,2.2974914823067106e-07,8.200762800420712e-08,1.0860291224280255e-07,-1.1377328713958933e-06,2.148270965521122e-09,6.248565134831051e-09,3e-05,ZI,813.0,1,,,
BD2-13a,BD2-13,BD2,2.63e-07,1.1954289711719394e-06,-8.947323327028924e-08,-1.9363781822375885e-07,1.5384386852163765e-07,7.315113478388611e-08,9.713577727681587e-08,-1.1892283117088409e-06,1.6865530266628509e-09,6.879206224508875e-09,3e-05,IZ,823.0,1,,,
BD2-13a,BD2-13,BD2,2.75e-07,1.3967289315102513e-06,-1.0024910151511911e-07,-1.8386985901721047e-07,1.78232972792361e-07,5.1431027689776064e-08,8.465843281709256e-08,-1.3932119391038448e-06,1.7635060164725628e-09,8.019847261485557e-09,3e-05,ZI,826.0,1,,,
BD2-13a,BD2-13,BD2,2.27e-07,1.3991444036532798e-06,-8.831094268215874e-08,-1.5357743631650351e-07,1.4193008298820508e-07,4.574023014707244e-08,5.472934772567583e-08,-1.3973251561887472e-06,1.4556940572337154e-09,8.210144840468506e-09,3e-05,IZ,829.0,1,,,
BD2-13a,BD2-13,BD2,2.26e-07,1.547078549726357e-06,-8.14834227984895e-08,-1.5389540545751466e-07,1.440578216832039e-07,9.281910520926639e-08,8.150725143094634e-08,-1.542139170339607e-06,1.4492813080829062e-09,9.094074201672292e-09,3e-05,ZI,832.0,1,,,
BD2-13a,BD2-13,BD2,1.64e-07,1.511516098227792e-06,-6.842636371189129e-08,-1.1804167166004135e-07,9.09944861014719e-08,5.4264873035075925e-08,5.5202181709935485e-08,-1.5095326952042868e-06,1.0516908607327284e-09,9.166634059259037e-09,3e-05,IZ,835.0,1,,,
BD2-13a,BD2-13,BD2,1.59e-07,1.5696382062118284e-06,-6.340792234160572e-08,-1.0982574309804271e-07,9.591007005149993e-08,8.983470004029653e-08,7.513563874201918e-08,-1.5652630644269943e-06,1.0196271149786817e-09,9.481724003571714e-09,3e-05,ZI,838.0,1,,,
BD2-13a,BD2-13,BD2,1.16e-07,1.603953515219543e-06,-4.2875767839209627e-08,-8.829915883029654e-08,6.181364802420467e-08,7.865362400105157e-08,5.574381459592927e-08,-1.6010537509874316e-06,7.43878901493881e-10,9.903610283301692e-09,3e-05,IZ,843.0,1,,,
BD2-13a,BD2-13,BD2,1.2199999999999998e-07,1.6018800636918108e-06,-4.845223647180633e-08,-8.598886702950863e-08,7.17098007796817e-08,7.18484582274053e-08,2.0645753792532342e-08,-1.600134772559475e-06,7.823553963987368e-10,9.842648723458513e-09,3e-05,ZI,848.0,1,,,
BD2-13a,BD2-13,BD2,1e-07,1.593464799922216e-06,-3.76150896741536e-08,-7.712236286026675e-08,5.1354125205817003e-08,7.466456079672707e-08,5.529855653449992e-08,-1.5907537023679626e-06,6.412749150809318e-10,9.896432404667014e-09,3e-05,IZ,853.0,1,,,
BD2-13a,BD2-13,BD2,1e-07,1.6392601938536218e-06,-4.5997209604241384e-08,-6.642840682598832e-08,5.89196357353342e-08,7.219143121400309e-08,8.683565799529039e-09,-1.6376467800161587e-06,6.412749150809318e-10,1.0152416886077413e-08,3e-05,ZI,858.0,1,,,
BD2-13a,BD2-13,BD2,2.1e-06,4.4678677736625596e-08,-4.838885112407397e-07,-1.3817686837179916e-06,1.5055122760660136e-06,4.439475139441535e-08,-5.0045414418795185e-09,-4.948311609129942e-10,1.3466773216699568e-08,1.5732611249985533e-08,3e-05,P,373.0,1,,,
BD2-13a,BD2-13,BD2,1.85e-06,1.650895119406721e-07,-5.542566354861878e-07,-1.1620232013807147e-06,1.3285336508618994e-06,-1.3250173496170344e-08,1.3248583693158525e-08,-1.6402272673399889e-07,1.186358592899724e-08,4.753984703799977e-09,3e-05,P,573.0,1,,,
BD2-13a,BD2-13,BD2,6.68e-07,7.996470413872449e-07,-1.8879225807867244e-07,-4.220503790245031e-07,4.821358323697059e-07,1.4562817057481144e-08,5.35776522275249e-08,-7.977172120121961e-07,4.2837164327406245e-09,3.437233544833795e-09,3e-05,P,723.0,1,,,
BD2-13a,BD2-13,BD2,4.93e-07,9.433895210790417e-07,-1.487182647716044e-07,-3.146159214906544e-07,3.492115399981926e-07,6.116683409345456e-08,1.0115078570043034e-07,-9.359545530851982e-07,3.161485331348994e-09,4.347843924248718e-09,3e-05,P,773.0,1,,,
BD2-13a,BD2-13,BD2,3.98e-07,1.079678848428653e-06,-1.1319436509927605e-07,-2.603292169627096e-07,2.7896188719134063e-07,4.534225391198322e-08,7.817032249738002e-08,-1.0758902808535168e-06,2.5522741620221086e-09,5.514964269696014e-09,3e-05,P,793.0,1,,,
BD2-13a,BD2-13,BD2,3.35e-07,1.301915691320602e-06,-1.0764083722269574e-07,-2.1875506633968115e-07,2.2974914823067106e-07,7.129124103808999e-08,1.0921203765047281e-07,-1.2953666496750183e-06,2.148270965521122e-09,7.182279048906437e-09,3e-05,P,813.0,1,,,
BD2-13a,BD2-13,BD2,2.75e-07,1.476616863614462e-06,-1.0024910151511911e-07,-1.8386985901721047e-07,1.78232972792361e-07,1.0958731719184211e-07,6.791143244533608e-08,-1.4709779125345588e-06,1.7635060164725628e-09,8.528956370576394e-09,3e-05,P,826.0,1,,,
BD2-13a,BD2-13,BD2,2.26e-07,1.516163370419572e-06,-8.14834227984895e-08,-1.5389540545751466e-07,1.440578216832039e-07,9.273050714010499e-08,2.5622749353887655e-08,-1.5131080244196456e-06,1.4492813080829062e-09,9.106103794149233e-09,3e-05,P,832.0,1,,,
BD2-13a,BD2-13,BD2,1.59e-07,1.5649781022442132e-06,-6.340792234160572e-08,-1.0982574309804271e-07,9.591007005149993e-08,8.371475850290276e-08,6.93203492282236e-08,-1.5611992149932618e-06,1.0196271149786817e-09,1.273999497960785e-08,3e-05,P,838.0,1,,,
BD2-13a,BD2-13,BD2,1.2199999999999998e-07,1.619527800275987e-06,-4.845223647180633e-08,-8.598886702950863e-08,7.17098007796817e-08,7.42037477160017e-08,1.3602255177081158e-08,-1.6177697853359034e-06,7.823553963987368e-10,1.0003888675262537e-08,3e-05,P,848.0,1,,,
BD2-14a,BD2-14,BD2,4.54e-06,0.0,-1.7956781180664938e-06,-4.169517941447457e-06,4.7541899887755897e-08,0.0,0.0,0.0,4.852313524112385e-08,0.0,3e-05,ZI,273.0,1,,,
BD2-14a,BD2-14,BD2,4.53e-06,2.7583193541907297e-07,-2.1335245843758084e-06,-3.995736477633301e-06,5.534301378366967e-08,4.4017467672611343e-08,2.7227858801478725e-07,-3.1764202171642617e-09,3.873300487088829e-08,5.322799841345938e-08,3e-05,ZI,373.0,1,,,
BD2-14a,BD2-14,BD2,3.96e-06,2.704879516722565e-07,-1.8956168702515397e-06,-3.4768072872077566e-06,6.911500328957303e-09,2.4733087021169763e-07,-9.041045144600288e-08,-6.178286906179823e-08,3.385931551627321e-08,4.770326810689008e-08,3e-05,IZ,473.0,1,,,
BD2-14a,BD2-14,BD2,3.47e-06,9.231405232165172e-07,-1.4157652305655058e-06,-3.1649828136537663e-06,1.3925732008798225e-07,3.024985972399391e-07,4.370062033842829e-07,-7.547904361317711e-07,2.9669652737744454e-08,3.927665619653283e-08,3e-05,ZI,573.0,1,,,
BD2-14a,BD2-14,BD2,2.08e-06,1.0301753148763622e-06,-8.258210228965736e-07,-1.908359786423683e-06,5.081893055751856e-08,-1.324311574932029e-07,-5.225599842355821e-09,-1.0216143406451918e-06,1.7784690978244515e-08,2.6833470915573993e-08,3e-05,IZ,673.0,1,,,
BD2-14a,BD2-14,BD2,1.91e-06,1.1064958028120807e-06,-8.064928276086903e-07,-1.7295294501481603e-06,7.998249862277127e-08,-2.124889520357294e-08,1.529137978215527e-07,-1.0956727689092067e-06,1.6331134504061067e-08,2.395710925355161e-08,3e-05,ZI,723.0,1,,,
