Data,IDENT,SLAT,SLONG,AGE,IntM,Nint,F,DF,VDM,Comments,AUTHORS,YEAR,JOURNAL,VOL,PAGES,NOTE,MagIC,Ref
9180,flow50,19.67,-155,0.25,T+,2,20.6,&nbsp;,5.1,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9116,RedSea,17.93,40.07,0.25,T-,4,101,7,18.3,VADMs,"Maksimochkin,V.I.,Mbele,J.R.,Trukhin,V.I.,Schreider,A.A.",2010,MoscowUniversityPhysicsBulletin,65,531-538,&nbsp;,,674
2564,37,39.8,45.4,0.25,T-,11,48,6.6,8.7,VDMc,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
1950,61,19.75,-155.08,0.25,T+,2,36.9,2.5,7.6,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1951,62,19.75,-155.08,0.25,T+,1,26.3,&nbsp;,5.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1478,DB,50.45,7.23,0.25,T+,7,61.6,4.8,10.3,&nbsp;,"Schnepp,E.",1996,Phys.EarthPlanet.Interiors,94,23-41,&nbsp;,,104
9181,flow52,19.67,-155,0.26,T+,2,31.5,&nbsp;,5.9,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9182,flow53,19.67,-155,0.26,T+,1,25.9,&nbsp;,5.1,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9058,UZ38,32.77,130.2,0.26,LTD-DHT-S,4,26.4,3.2,4.1,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
1952,64,19.75,-155.08,0.26,T+,2,16.6,0.3,3.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1754,HW03,20.1,-155.8,0.26,T+,4,29,7.8,5.3,&nbsp;,"Brassart,J.,Tric,E.,Valet,J.P.,Herrero-Bervera,E.",1997,EarthPlanet.Sci.Letters,148,141-156,&nbsp;,,122
1368,Zao10,38.12,140.53,0.26,T+,5,94.6,40.6,13.2,&nbsp;,"Otake,H.,Tanaka,H.,Kono,M.,Saito,K.",1993,J.Geomag.Geoelect.,45,595-612,&nbsp;,,93
9371,Aso1,33,130.85,0.27,LTD-DHT-S,9,24.9,2.2,4.9,Multiplesites,"Mochizuki,N.,Maruuchi,T.,Yamamoto,Y.,Shibuya,H.",2013,PhysicsoftheEarthandPlanetaryInteriors,223,40-54,&nbsp;,,689
9183,flow54,19.67,-155,0.27,T+,3,30.3,7.4,5.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9184,flow55,19.67,-155,0.27,T+,2,36.3,&nbsp;,6.3,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9028,CD,19.39,-102.11,0.27,MSPDp,9,50,4,12.1,&nbsp;,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
3012,Aso1,32.99,131.23,0.27,T+,9,31,3.4,5.9,&nbsp;,"Takai,A.,Shibuya,H.,Yoshihara,A.,Hamano,Y.",2002,Phys.EarthPlanet.Interiors,133,159-179,&nbsp;,,203
1953,65,19.75,-155.08,0.27,T+,1,36.2,&nbsp;,7.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9029,AH,19.15,-100.15,0.28,MSPDp,9,34,6,8,VDMc,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
9030,AT,21.16,-104.07,0.28,MSPDp,9,56,4,12.6,&nbsp;,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
8541,mc44,-78.36,164.26,0.28,T+,4,25.1,11.2,3.6,"VADM=(3,29+-1,47)x10^22Am^2","TauxeL.,GansP.,MankinenE.A.",2004,"Geochem.,Geophys.,Geosyst.",5,doi:10.1029/2003GC000656,&nbsp;,,639
2829,Tammar406,21.74,-45.2,0.28,T+,1,35.5,&nbsp;,7.7,VADM,"Ravilly,M.,Horen,H.,Perrin,M.,Dyment,J.,Gente,P.,Guillou,H.",2001,Geophys.J.Int.,145,401-422,&nbsp;,,191
1954,66,19.75,-155.08,0.28,T+,1,31.7,&nbsp;,6.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1366,Zao04,38.12,140.4,0.28,T+,5,63.6,13.8,12.5,&nbsp;,"Otake,H.,Tanaka,H.,Kono,M.,Saito,K.",1993,J.Geomag.Geoelect.,45,595-612,&nbsp;,,93
9335,JM012,70.85,9.04,0.29,T+,4,30.4,3.6,4.9,&nbsp;,"Cromwell,G.,Tauxe,L.,Staudigel,H.,Constable,C.G.,Koppers,A.A.P.,Pedersen,R.-B.",2013,"Geochem,Geophys,Geosystems",14,8,&nbsp;,,685
9185,flow57,19.67,-155,0.29,T+,3,23.8,4.3,4.8,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
1955,68,19.75,-155.08,0.29,T+,2,41.2,1,8.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1956,69,19.75,-155.08,0.29,T+,3,34.3,4.4,7.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9186,flow60,19.67,-155,0.3,T+,1,31.2,&nbsp;,6.8,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9048,UZ20,32.7,130.3,0.3,LTD-DHT-S,1,20.5,&nbsp;,3.9,NotusedwithinstudyasNint&lt;3,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9056,UZ36,32.75,130.21,0.3,LTD-DHT-S,4,43.7,14.2,7.3,NotusedwithinstudyasStandarddeviationofsamplesexceeds15%,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9057,UZ37,32.75,130.21,0.3,LTD-DHT-S,3,40.6,2.3,7,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9060,UZ41,32.75,130.23,0.3,LTD-DHT-S,5,39.7,1.4,6.8,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9066,UZ49,32.75,130.26,0.3,LTD-DHT-S,3,23.4,0.9,4.7,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9075,UZ63,32.78,130.22,0.3,LTD-DHT-S,5,35.7,4.9,6.8,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9076,UZ66,32.71,130.22,0.3,LTD-DHT-S,5,50.5,2.1,8.4,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9082,UZ22,32.77,130.33,0.3,LTD-DHT-S,5,23.6,6,6.1,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9083,UZ23,32.77,130.33,0.3,LTD-DHT-S,2,27.6,&nbsp;,7.1,NotusedwithinstudyasconsideredunreliableduetoNint&lt;3,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9084,UZ24,32.77,130.33,0.3,LTD-DHT-S,45,45.2,3.6,8.7,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9085,UZ25,32.8,130.33,0.3,LTD-DHT-S,7,26.9,3.7,5.4,&nbsp;,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9088,UZ39,32.79,130.19,0.3,LTD-DHT-S,1,16.1,&nbsp;,4.2,NotusedwithinstudyasNint&lt;3,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9117,MidAtlanticRidge,-54.7,-1,0.3,T-,1,41.5,&nbsp;,4.9,Orientationdataandagemethodsnotavailableinpaper.ThereforeVDMisactuallyaVADM,"Maksimochkin,V.I.,Mbele,J.R.,Trukhin,V.I.,Schreider,A.A.",2010,MoscowUniversityPhysicsBulletin,65,531-538,&nbsp;,,674
6363,OT57,35.83,137.44,0.3,T+,11,21.3,2.1,4.6,"Dating:Kiokaetal.,1998","Tanaka,H.,Kamizaki,R.,Yamamoto,Y.",2007,Geophys.J.Int.,169,81-90,&nbsp;,,509
6473,0482d112p04,23,-108,0.3,T+,1,13.8,&nbsp;,2.9,VADM;Berggrenetal.1995;supercedesPINTdata2179,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
6474,0482d113p3a,23,-108,0.3,T+,1,30.4,&nbsp;,6.5,VADM;Berggrenetal.1995;supercedesPINTdata2180,"Tauxe,L.",2006,Phys.EarthPlanet.Interiors,156,223-241,&nbsp;,,512
2179,482d-11-2p4b,22.8,-108,0.3,T+,1,13,&nbsp;,2.8,VADM;SupercededbyPINTdata6473,"Juarez,M.T.,Tauxe,L.",2000,EarthPlanet.Sci.Letters,175,169-180,&nbsp;,,146
2180,482d-11-3p3ab,22.8,-108,0.3,T+,1,35,&nbsp;,7.5,VADM;SupercededbyPINTdata6474,"Juarez,M.T.,Tauxe,L.",2000,EarthPlanet.Sci.Letters,175,169-180,&nbsp;,,146
2563,36,40.4,44.4,0.3,T-,17,50,8.2,8.9,VDMc,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2790,Zurtaketi1,41.41,44.1,0.3,T-,1,54.7,&nbsp;,9.1,VDMc,"Goguitchaichvili,A.,Calvo,M.,Sologashvili,D.,Alva,L.,Urrutia,J.",2000,C.R.Acad.Sci.Paris,331,683-690,&nbsp;,,187
1957,70,19.75,-155.08,0.3,T+,2,28.6,1,6.6,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1958,71,19.75,-155.08,0.3,T+,3,42.4,3.3,9.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9187,flow61,19.67,-155,0.31,T+,2,19.5,&nbsp;,4.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9046,UZ16,32.81,130.34,0.31,LTD-DHT-S,1,34.1,&nbsp;,6.7,NotusedwithinstudyasNint&lt;3,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
9089,UZ43,32.83,130.22,0.31,LTD-DHT-S,2,14.2,&nbsp;,3.1,NotusedwithinstudyasNint&lt;3,"Yamamoto,Y.,Hidetoshi,S.,Hidefumi,T.,Hoshizumi,H.",2010,EarthandPlanetarySceinceLetters,293,236-249,&nbsp;,,667
1959,72,19.75,-155.08,0.31,T+,3,46.9,6.3,8.9,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1960,73,19.75,-155.08,0.31,T+,3,29.7,2.8,5.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9188,flow63,19.67,-155,0.32,T+,1,30.4,&nbsp;,6.7,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9189,flow65,19.67,-155,0.32,T+,3,25.1,2.7,5.9,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
1961,74,19.75,-155.08,0.32,T+,2,33,3.5,6.3,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9190,flow69,19.67,-155,0.33,T+,1,17.8,&nbsp;,4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9191,flow70,19.67,-155,0.33,T+,1,21,&nbsp;,4.5,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9192,flow71,19.67,-155,0.33,T+,2,23.1,&nbsp;,3.7,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9193,flow72,19.67,-155,0.33,T+,1,37.7,&nbsp;,8.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9031,DT,19.33,-97.54,0.33,MSPDp,9,46,4,9.1,VDMc,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
1962,75,19.75,-155.08,0.33,T+,3,21.5,4.2,5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1963,76,19.75,-155.08,0.33,T+,3,28.8,13.5,5.1,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1964,78,19.75,-155.08,0.33,T+,2,39.9,5.9,7.3,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1965,79,19.75,-155.08,0.33,T+,3,25.8,2.6,5.7,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1966,80,19.75,-155.08,0.33,T+,2,32.9,0.5,6.6,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1967,81,19.75,-155.08,0.33,T+,3,37.4,8.3,7.9,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1968,82,19.75,-155.08,0.33,T+,1,22.7,&nbsp;,5.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1969,83,19.75,-155.08,0.33,T+,2,37.4,6.6,8.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1970,86,19.75,-155.08,0.33,T+,2,26.3,4.3,5.6,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1971,87,19.75,-155.08,0.33,T+,2,38.5,5.5,8.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1972,88,19.75,-155.08,0.33,T+,3,30.8,1.9,6.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1973,89,19.75,-155.08,0.33,T+,2,27.5,0.8,5.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
2045,168,19.75,-155.08,0.33,T+,2,38,7.1,9.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9194,flow73,19.67,-155,0.34,T+,3,19,2.8,4.6,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9195,flow76,19.67,-155,0.34,T+,2,42.2,&nbsp;,10,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9196,flow77,19.67,-155,0.34,T+,3,38.5,3.3,9,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9197,flow80,19.67,-155,0.34,T+,1,44.3,&nbsp;,10.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9198,flow81,19.67,-155,0.34,T+,3,33.2,1.1,7.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9199,flow82,19.67,-155,0.34,T+,2,44.6,&nbsp;,9.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9200,flow83,19.67,-155,0.34,T+,3,39.7,2,8.9,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9201,flow84,19.67,-155,0.34,T+,2,38.1,&nbsp;,7.9,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9202,flow85,19.67,-155,0.34,T+,2,45.2,&nbsp;,10.4,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9203,flow86,19.67,-155,0.34,T+,3,47.7,5.4,11,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9204,flow87,19.67,-155,0.34,T+,1,35.7,&nbsp;,7.3,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9032,CF,19.37,-102.66,0.34,MSPDp,9,51,1,11.5,&nbsp;,"Michalk,DM.,Biggin,AJ.,Knudsen,MF.,Bohnel,HN.,Nowaczyk,NR.,Ownby,S.,Lopez-Martinez,M.",2010,PhysicsoftheEarthandPlanetaryInteriors,179,139-156,&nbsp;,,666
1974,90,19.75,-155.08,0.34,T+,2,23.4,1.2,5.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1975,91,19.75,-155.08,0.34,T+,3,57.8,8.5,14.1,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1976,92,19.75,-155.08,0.34,T+,2,57.5,7.7,13.4,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1977,93,19.75,-155.08,0.34,T+,2,48,4.2,11.2,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1978,94,19.75,-155.08,0.34,T+,3,38.9,3,8.9,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1979,95,19.75,-155.08,0.34,T+,3,34.3,1.6,7.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1980,96,19.75,-155.08,0.34,T+,3,40.8,1.5,9.3,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1981,97,19.75,-155.08,0.34,T+,1,42.5,&nbsp;,9,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1982,98,19.75,-155.08,0.34,T+,2,58,5.3,12.9,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1983,99,19.75,-155.08,0.34,T+,3,31.8,3.2,7.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1984,100,19.75,-155.08,0.34,T+,1,43,&nbsp;,8.8,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1985,101,19.75,-155.08,0.34,T+,1,26,&nbsp;,5.6,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1986,102,19.75,-155.08,0.34,T+,1,62.9,&nbsp;,14.2,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1987,103,19.75,-155.08,0.34,T+,3,49.4,0.7,10.3,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1988,104,19.75,-155.08,0.34,T+,3,45,5.4,9.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1989,105,19.75,-155.08,0.34,T+,3,52.7,3.7,11.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
9205,flow89,19.67,-155,0.35,T+,2,35,&nbsp;,8.3,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9206,flow90,19.67,-155,0.35,T+,1,38.3,&nbsp;,8.1,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9207,flow91,19.67,-155,0.35,T+,2,36,&nbsp;,8.1,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9208,flow92,19.67,-155,0.35,T+,2,46.2,&nbsp;,11.6,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9209,flow93,19.67,-155,0.35,T+,2,42.3,&nbsp;,8.2,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9210,flow94,19.67,-155,0.35,T+,2,39.7,&nbsp;,9.7,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9211,flow95,19.67,-155,0.35,T+,2,54.2,&nbsp;,11.9,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9212,flow96,19.67,-155,0.35,T+,1,32.5,&nbsp;,8,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9213,flow98,19.67,-155,0.35,T+,1,29.7,&nbsp;,6.7,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
9214,flow99,19.67,-155,0.35,T+,3,25.5,6.1,6.5,"SameflowsasHSDP1,REF139","LajC.,KisselC.,DaviesC.,GubbinsD.",2011,PhysicsoftheEarthandPlanetaryInteriors,187,170-187,Sameflowsasref139,,680
2561,34,40.4,44.5,0.35,T-,15,50,3.9,8.9,VDMc,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
2562,35,39.8,45.4,0.35,T-,12,50,3.5,9.2,VDMc,"Solodovnikov,G.M.",2000,"Izv.,Phys.SolidEarth(Eng.Trans.)",36,468-475,&nbsp;,,172
1991,107,19.75,-155.08,0.35,T+,3,42.6,3.6,8.9,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1992,108,19.75,-155.08,0.35,T+,3,39.4,3,9.5,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1993,109,19.75,-155.08,0.35,T+,3,38.1,6.6,9.2,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
1994,110,19.75,-155.08,0.35,T+,3,45.5,5.4,10.6,"VDMc,replacesref110","Laj,C.,Kissel,C.",1999,J.Geophys.Res.,104,15317-15338,&nbsp;,,139
