 Data , IDENT, SLAT, SLONG, AGE , DAGE, AgeMtd  , P, Country , Continent , IntM, Ndir, INC , DEC , k, a95 , Nint, F, DF  , DFPc, VDM , GROUP, TYPE, FORM, ROCKMAG , COMMENTS  , LOCATION NAME , Ref 
574,Sibley peninsula N65,48.2,-88.8,1100,100,Stratigraphy,N ,U.S.A.,North America,T+,4,34.6,302.3,467,4.2,1,38,&nbsp;,&nbsp;,8.6,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
575,Sibley peninsula R24,48.2,-88.8,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,8,-70.1,107,473,2.5,1,51,&nbsp;,&nbsp;,7.7,Plutonic  ,&nbsp;,Dyke  ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
576,Sibley peninsula R28,48.2,-88.8,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,6,-73.2,124.3,150,5.4,2,55,10,18,7.9,Plutonic  ,&nbsp;,Mixed ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
577,Sibley peninsula R31,48.2,-88.8,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,6,-68.5,118.7,8,24.7,4,74.5,16.3,22,11.4,&nbsp;,&nbsp;,Baked contact,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
578,Sibley peninsula R41,48.2,-88.8,1100,100,Stratigraphy,R ,U.S.A.,North America,T+,4,-64.7,100.7,50,13,6,70,16.1,23,11.3,Plutonic  ,&nbsp;,Mixed ,PSD,"VDMc, directional data taken from Pesonen and Halls 1979 The Paleomagnetism of Keweenawan dikes from Baraga and Marquette counties, northern Michigan ",&nbsp;,54
2758,Tudor Gabbro,44.75,-77.6,1100,&nbsp;,Estimated ,O ,Canada,North America,T+,&nbsp;,-48,&nbsp;,&nbsp;,&nbsp;,45,23.1,4.3,18,4.6,Plutonic  ,Gabbro,Intrusion ,&nbsp;,&nbsp;,&nbsp;,183
563,Fluor Island ROS,48.7,-88,1105.3,2.1,U-Pb  ,R ,U.S.A.,North America,T+,25,-75.5,115,40.2,4.6,2,104,35,34,14.7,Volcanic  ,&nbsp;,Lava Flow ,PSD,"VDMc, directional data taken from Halls 1974 A Paleomagnetic Reversal in the Osler Volcanic Group, Northern Lake Superior (Lauri got the samples from Henry)",&nbsp;,54
8304,Q2,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,8.7,0.6,6,1.5,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
8305,Q3,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,5.4,2.5,46,0.9,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
8306,Q7,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,4.6,3.5,76,0.8,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
8307,Q8,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,6,9,3.6,40,1.5,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
8308,T1,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,5.8,1.4,24,1,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
8309,T2,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,9.6,4.9,51,1.6,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
8310,T3,48.2,-81.6,1141,1,U-Pb  ,O ,Canada,North America,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,8,10.7,3.6,33,1.8,Plutonic  ,&nbsp;,Dyke  ,&nbsp;,Replaced 2987 in PINT03; VADM with inc=60,Abitibi dykes,199
9408,GD1,33.7,249.5,1145,25,U-Pb  ,N ,USA,North America,T+,9,58.2,281.3,268,3.2,4,18.3,5.4,30,3.2,Plutonic  ,Diabase,Dyke  ,near magnetite  ,"Directions from Harlan (1993; Can. J. Earth Sci. 30, 1415-1426)","Gila County, Central Arizona  ",696
9409,GD4,33.8,249.5,1145,25,U-Pb  ,N ,USA,North America,T+,7,56.6,295.5,82,7.7,1,21.7,&nbsp;,&nbsp;,3.9,Plutonic  ,Diabase,Dyke  ,near magnetite  ,"Directions from Harlan (1993; Can. J. Earth Sci. 30, 1415-1426)","Gila County, Central Arizona  ",696
9410,GD24  ,33.8,249.5,1145,25,U-Pb  ,N ,USA,North America,T+,9,58.5,297.9,168,4,2,10.1,0.6,6,1.8,Plutonic  ,Diabase,Dyke  ,near magnetite  ,"Directions from Harlan (1993; Can. J. Earth Sci. 30, 1415-1426)","Gila County, Central Arizona  ",696
9411,GD23  ,33.8,249.5,1145,25,U-Pb  ,N ,USA,North America,T+,9,0,277.6,154,4.2,2,10.1,2.9,29,2.6,Plutonic  ,Diabase,Dyke  ,near magnetite  ,"Directions from Harlan (1993; Can. J. Earth Sci. 30, 1415-1426)","Gila County, Central Arizona  ",696
9412,GD15+GD27 ,33.6,249.4,1145,25,U-Pb  ,R ,USA,North America,T+,24,-73.7,224.9,&nbsp;,&nbsp;,4,9.5,5.5,58,1.4,Plutonic  ,Diabase,Dyke  ,near magnetite  ,"Merged as from same cooling unit; Directions from Harlan (1993; Can. J. Earth Sci. 30, 1415-1426)","Gila County, Central Arizona  ",696
320,Muskox,66.5,-115.5,1150,&nbsp;,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,&nbsp;,7.5,Plutonic  ,Gabbro,&nbsp;,&nbsp;,&nbsp;,&nbsp;,35
8275,N2,-11,-64,1199,4,Ar-Ar ,O ,Brazil,South America,LTD-T+,8,-61,299,76,6.4,5,7.2,6.6,91,1.2,Volcanic  ,Basalt,lava Flow ,magnetite ,"recalculated VDM; directional data taken from Tohver et al (2002) EPSL 199, 185-200","Nova Floresta, Brazil",625
8276,N5,-11,-64,1199,4,Ar-Ar ,O ,Brazil,South America,LTD-T+,8,-60,297,143,4.6,4,8.2,2.3,27,1.4,Volcanic  ,Basalt,lava Flow ,magnetite ,"recalculated VDM; directional data taken from Tohver et al (2002) EPSL 199, 185-200","Nova Floresta, Brazil",625
8277,N7,-11,-64,1199,4,Ar-Ar ,O ,Brazil,South America,LTD-T+,8,-64,299,289,3.3,6,5.7,0.2,4,0.9,Volcanic  ,Basalt,lava Flow ,magnetite ,"recalculated VDM; directional data taken from Tohver et al (2002) EPSL 199, 185-200","Nova Floresta, Brazil",625
8278,N10,-11,-64,1199,4,Ar-Ar ,O ,Brazil,South America,LTD-T+,7,-69,275,56,8.1,3,8.7,5.7,65,1.3,Volcanic  ,Basalt,lava Flow ,magnetite ,"recalculated VDM; directional data taken from Tohver et al (2002) EPSL 199, 185-200","Nova Floresta, Brazil",625
8279,N11,-11,-64,1199,4,Ar-Ar ,O ,Brazil,South America,LTD-T+,8,-67,284,173,4.2,7,4.9,2,40,0.8,Volcanic  ,Basalt,lava Flow ,magnetite ,"recalculated VDM; directional data taken from Tohver et al (2002) EPSL 199, 185-200","Nova Floresta, Brazil",625
8280,N16,-11,-64,1199,4,Ar-Ar ,O ,Brazil,South America,LTD-T+,3,-50,283,9,44,2,15.6,4,26,3,Plutonic  ,Gabbro,Intrusion ,magnetite ,"recalculated VDM; directional data taken from Tohver et al (2002) EPSL 199, 185-200","Nova Floresta, Brazil",625
825,97,67,-115,1200,60,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,24.5,&nbsp;,&nbsp;,5.9,Igneous,Basalt,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
9421,Napier complex HM88022005A,-66,55,1220,50,K-Ar  ,O ,Antarctica  ,Antarctica  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,14,3.11,3.2,104.1,0.8,Plutonic  ,Granulitic dyke ,&nbsp;,&nbsp;,&nbsp;,&nbsp;,177
808,19,48,-79,1240,50,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,70,&nbsp;,&nbsp;,12.5,Igneous,Diabase,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
817,59,49,-80,1240,50,K-Ar  ,O ,Canada,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,35,&nbsp;,&nbsp;,9,Igneous,Diabase,&nbsp;,&nbsp;,&nbsp;,&nbsp;,65
8079,RE8813,67.12,-115.72,1267,2,U-Pb  ,O ,Canada,North America,T+,2,12,216,20,59,2,19.3,4,20,4.9,Plutonic  ,Gabbro,Dyke  ,magnetite ,&nbsp;,Mackenzie Dyke Swarm,606
8080,RE9004,62.76,-110.38,1267,2,U-Pb  ,O ,Canada,North America,T+,3,52,228,18.5,29.5,3,9.3,0.3,3,1.8,Plutonic  ,Gabbro,Dyke  ,magnetite ,&nbsp;,Mackenzie Dyke Swarm,606
8081,RE9011,62.87,-108.36,1267,2,U-Pb  ,O ,Canada,North America,T+,3,50,243,6,55.4,3,7.2,2.2,30,1.4,Plutonic  ,Gabbro,Dyke  ,magnetite ,&nbsp;,Mackenzie Dyke Swarm,606
8082,RE9016,64,-111.22,1267,2,U-Pb  ,O ,Canada,North America,T+,5,32,239,36.4,12.9,5,5.9,0.7,11,1.4,Plutonic  ,Gabbro,Dyke  ,magnetite ,&nbsp;,Mackenzie Dyke Swarm,606
321,Skrainka  ,37.5,-90.5,1300,100,Rb-Sr ,O ,U.S.A.,North America,T-,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,&nbsp;,&nbsp;,&nbsp;,6.5,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,35
1828,Ulukasik M02,61,-45.34,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,41.6,148,221,6.2,2,8.4,1.6,19,1.8,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1829,Ulukasik M03,61,-45.34,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,47.4,149.4,518,4,2,7.2,1.1,15,1.4,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1830,Ulukasik M04,61,-45.34,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,49.5,153.3,69,11.1,2,9,1,11,1.8,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1831,Ulukasik M05,61,-45.34,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,43.9,156.1,370,4.8,2,10.1,0.1,1,2.1,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1832,Ulukasik M06,61,-45.4,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,46.4,157.2,187,6.7,2,7.5,2.8,37,1.5,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1833,Ulukasik M07,61,-45.4,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,39.5,148.1,59,12.1,1,6.6,&nbsp;,&nbsp;,1.4,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1834,Ulukasik M08,61,-45.4,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,-25.1,306.5,214,17.2,2,8,0.1,1,1.9,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1835,Ulukasik M09,61,-45.4,1300,&nbsp;,Stratigraphy,R ,Greenland ,Atlantic Ocean  ,T+,4,-16.2,141.6,668,3.1,2,8.3,0.1,1,2.1,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1836,Ulukasik M1 ,61,-45.34,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,57.1,162.4,397,4.6,2,58.8,2.5,4,10.4,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1837,Ulukasik M10,61,-45.4,1300,&nbsp;,Stratigraphy,R ,Greenland ,Atlantic Ocean  ,T+,4,-9.6,158.7,339,13.6,2,7,0.2,3,1.8,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1838,Ulukasik M11,61,-45.4,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,15.2,264.7,7,69.7,2,11,0.2,2,2.8,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1839,Ulukasik M12,61,-45.4,1300,&nbsp;,Stratigraphy,R ,Greenland ,Atlantic Ocean  ,T+,4,-12.2,138.3,193,18.1,2,12.8,0.2,2,3.3,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1840,Ulukasik M13,61,-45.4,1300,&nbsp;,Stratigraphy,R ,Greenland ,Atlantic Ocean  ,T+,4,-12.4,140.9,242,16.1,2,12.1,0.3,2,3.1,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1841,Ulukasik M14,61,-45.4,1300,&nbsp;,Stratigraphy,R ,Greenland ,Atlantic Ocean  ,T+,4,-16,135.9,1078,7.6,2,6.8,0.1,1,1.7,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1842,Ulukasik M15,61,-45.4,1300,&nbsp;,Stratigraphy,R ,Greenland ,Atlantic Ocean  ,T+,4,-17.7,138.3,431,12.1,2,6.8,0.1,1,1.7,Volcanic  ,&nbsp;,Lava Flow ,Hematite  ,&nbsp;,&nbsp;,132
1843,Ulukasik M16,61,-45.4,1300,&nbsp;,Stratigraphy,N ,Greenland ,Atlantic Ocean  ,T+,4,27.3,292.2,721,9.3,2,12.8,1.2,9,3,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1844,Ulukasik M17,61,-45.4,1300,&nbsp;,Stratigraphy,T ,Greenland ,Atlantic Ocean  ,T+,4,-8.5,316.1,448,4.4,3,37.6,4.5,12,9.6,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
1845,Ulukasik M18,61,-45.4,1300,&nbsp;,Stratigraphy,N ,Greenland ,Atlantic Ocean  ,T+,4,31.1,328.5,18,22.4,2,40.8,1,2,9.4,Volcanic  ,&nbsp;,Lava Flow ,Magnetite ,&nbsp;,&nbsp;,132
9427,L6,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,32.7,14.1,43,8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 1997 ",&nbsp;,176
9428,L7,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,58.3,20.7,35,14.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 1998 ",&nbsp;,176
9429,L8,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,25.6,18.3,71,6.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 1999 ",&nbsp;,176
9430,L9,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,6,36.7,7.4,20,8.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2000 ",&nbsp;,176
9431,L10,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,22.5,14.8,66,5.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2001 ",&nbsp;,176
9432,L11,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,17.6,8.5,48,4.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2002 ",&nbsp;,176
9433,L12,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,26,&nbsp;,&nbsp;,6.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2003 ",&nbsp;,176
9434,L13,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,16.4,5.7,34,4,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2004 ",&nbsp;,176
9435,L14,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,40.5,0.4,1,9.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2005 ",&nbsp;,176
9436,L15,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,19,7.7,40,4.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2006 ",&nbsp;,176
9437,L16,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,47.6,66.7,140,11.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2007 ",&nbsp;,176
9438,L17,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,22.3,5.6,25,5.4,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2008 ",&nbsp;,176
9439,L18,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,61.4,22.8,37,15,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2009 ",&nbsp;,176
9440,L19,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,4,29.6,2.2,7,7.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2010 ",&nbsp;,176
9441,L20,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,5,51.3,29.2,56,12.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2011 ",&nbsp;,176
9442,L21,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,34.4,6.3,18,8.4,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2012 ",&nbsp;,176
9443,L22,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,88.9,&nbsp;,&nbsp;,21.7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2013 ",&nbsp;,176
9444,L23,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,ST+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,19.6,7.3,37,4.8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 21.6; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2014 ",&nbsp;,176
9445,U01,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,37.6,7,18,8,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9446,U02,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,38.6,1.9,4,8.2,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9447,U03,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,34.2,0.7,2,7.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9448,U04,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,47.7,18.4,38,10.1,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9449,U05,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,15.7,2.7,17,3.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9450,U06,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,33.2,1.9,5,7,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9451,U07,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,82.6,1.7,2,17.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9452,U08,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,3,27.9,19.7,70,5.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9453,U10,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,53.2,1.2,2,11.3,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9454,U11,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,51.3,5.8,11,10.9,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9455,U12,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,2,30.6,24.5,80,6.5,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
9456,U13,61,-46,1300,&nbsp;,Estimated ,&nbsp;,Greenland ,Atlantic Ocean  ,T+,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,1,17.3,&nbsp;,&nbsp;,3.6,Volcanic  ,Basalt,Lava Flow ,&nbsp;,"VADM calculated using Inc = 40.5; Directions in Thomas &amp; Piper, Tectonophysics, 201, 1-16, 2015 ",&nbsp;,176
